Index	Measured	Classical VP	Regularized VP
91	18.539	18.797929131337977	18.816264228694937
92	18.273	18.136469027325248	18.15661693972143
93	17.419	17.88375638175834	17.877788010019128
94	16.679	16.803103707837607	16.82460014673969
95	15.996	16.078256809402816	16.096818827305952
96	15.465	15.698882296877473	15.695375417305646
97	15.408	15.24668211087533	15.271240072148
98	15.123	15.639874870601037	15.645717412074209
99	16.072	15.434510258457713	15.99116736003657
100	17.685	16.710589829202682	16.72083671265522
101	18.235	18.536294919570814	18.555259012124143
102	18.064	18.399256259308558	18.44317292140486
103	17.818	17.94044953225555	17.94012115816065
104	17.438	17.42802035093175	17.448606409449475
105	16.812	16.92121346789826	16.928497541689996
106	17.116	16.204991272881657	16.20602047140181
107	17.211	16.750038077994102	16.760742915341098
108	17.097	17.05628079552548	17.06251302681202
109	17.495	16.964897732431705	16.98996925263211
110	17.097	17.597374015666112	17.631161854293744
111	18.121	16.893039327340546	16.941899389309267
112	18.748	18.439034490124737	18.43538627069801
113	18.767	18.843178494276152	18.87565210011901
114	18.539	18.374429795339896	18.410753733303327
115	18.102	18.34917464422678	18.332137665661797
116	17.818	17.50621024914376	17.56075549207282
117	17.002	17.481126424879363	17.478400183355276
118	16.357	16.490216872995425	16.514089488933514
119	15.56	15.910333794156688	15.925302930927955
120	15.313	15.476427566918332	15.466026396008958
121	14.782	15.37545393327991	15.462353781719457
122	13.719	17.482190301356404	15.808876550090138
123	14.839	13.735562743087307	13.751613542424773
124	15.825	11.839198072913518	16.07716464780381
125	17.324	16.57444772466292	16.601733663147076
126	17.723	17.957736513426113	17.973033421774716
127	17.685	17.998171127410103	18.005655642742944
128	17.514	17.325847353017746	17.367469194626906
129	16.907	17.320167684066636	17.294694884347088
130	15.863	16.085589084729623	16.13273332416715
131	14.934	15.023620399859091	15.009089050690426
132	14.706	9.299605518247361	14.760775012976618
133	14.383	14.64378679239124	14.68224574087584
134	14.345	14.47458633275916	14.491176466670431
135	14.763	14.571509394637268	14.599729892460104
136	15.958	15.803782914264374	15.67752833448397
137	16.698	16.693777179715767	16.71058929254579
138	16.793	17.168886355999945	17.18762558658824
139	17.23	16.753899422660428	16.77751995919718
140	16.509	17.22310742594	17.216984056739147
141	15.787	15.973730850692638	15.990701059793638
142	14.991	15.142612002142505	15.14105203444567
143	14.08	14.899303940756482	14.756876773139176
144	14.326	13.543995712920248	13.554506308492783
145	14.497	14.57445364431231	14.54915315995705
146	13.51	14.678613911948572	14.733660487120714
147	13.662	13.464034730184602	13.480230155343364
148	14.042	14.202905595272913	14.185954343253526
149	14.269	14.483338571069002	14.515437239751131
150	14.478	14.612844233392702	14.61051771549854
151	14.972	14.767556301547959	14.75728625616172
152	14.972	14.497154227064676	14.83280385618088
153	14.573	11.566610455145046	15.006059737708139
154	13.776	14.324821210744021	14.363776913704855
155	13.017	13.329596498927746	13.339463306233402
156	12.6	12.756532999365685	12.737476863861708
157	12.296	12.541709554101814	12.530102220438675
158	13.131	12.31607087626981	12.322807764096327
159	13.966	13.663458280459905	13.654467997992286
160	15.028	14.57304595865991	14.584838023437335
161	15.844	16.032522259341977	15.443480731503177
162	15.769	16.230475404925386	16.243160879655424
163	15.237	15.528720877385263	15.560991359594897
164	14.801	14.821180146965826	14.763870755374903
165	14.137	13.35240735385085	14.13788183323546
166	13.89	13.52223880543691	13.518140768616956
167	13.416	13.600209398179327	13.583881629994313
168	13.871	13.168331573014704	13.181440668088474
169	14.478	14.107517757367503	14.11390145928817
170	14.725	14.94280661817319	14.963080357271092
171	14.763	15.567097189755344	15.11445052074079
172	15.806	14.87842271175068	15.051959566365248
173	16.565	16.134974433837883	16.147555853593254
174	17.097	16.69224567807568	16.703779956206148
175	17.306	16.929221565097674	16.943427217010452
176	17.211	16.944852280650803	16.955909616253745
177	16.717	16.688802282678747	16.70760201291679
178	15.787	16.136112061772266	16.145087103459254
179	14.801	14.9949316152591	15.025127603700126
180	14.231	15.485565416061043	14.505985005770805
181	13.966	14.031156314981253	14.024047367861215
182	14.004	13.989790837310933	14.004851390238505
183	15.313	14.306942299926531	14.318390276378402
184	16.357	16.108322431746895	16.13215504521518
185	17.742	17.016494384240733	17.046504715057594
186	17.609	18.286384183257983	18.30907344003959
187	17.249	17.497136753981998	17.522976576442478
188	17.078	16.70962529717776	16.728042896656106
189	16.509	16.697233265495825	16.677186377288592
190	15.465	15.678875390981315	15.710494136913733
191	14.706	14.735954393106748	14.716445280158124
192	14.213	14.133932620464613	14.390621971425936
193	13.662	14.07654251173864	14.089735308832388
194	13.928	13.792437537547181	13.805390715189926
195	14.516	14.334261484370561	14.356658581156882
196	15.18	15.154969080156599	15.177923341230684
197	15.351	15.80144173725246	15.949176415627605
198	15.579	15.690550581688818	15.713577147177103
199	15.446	15.689266004880153	15.704151397730527
200	15.199	15.414154120771641	15.406647932496352
201	14.725	14.92151133106755	14.956509332261641
202	14.383	14.377453474961566	14.407817355977414
203	14.231	14.100002267679741	14.097564868324731
204	13.776	14.156417975812234	14.152560584530937
205	13.15	13.652934658443998	13.670545663317245
206	12.713	13.087106256075199	13.093272205714374
207	13.283	12.85434877340277	12.853516936325999
208	14.478	13.766287213433323	13.767178547280476
209	14.858	15.161293410505545	15.167095420249366
210	14.782	18.554615806539246	15.297508267162838
211	14.307	13.792942868757429	14.785937581040196
212	14.023	14.173725102171092	14.179097510735014
213	13.529	13.807444787008388	13.812908058778447
214	12.922	13.244121332296746	13.236894717697515
215	12.41	12.54719016565189	12.543306209054172
216	11.936	12.346486763912761	12.319618584201782
217	11.784	11.99927623440772	12.002875777179728
218	11.992	12.046128630798808	12.0537021424355
219	12.619	12.44860694795393	12.453655721380402
220	13.662	13.190532522590829	13.191007152871162
221	14.231	14.340973100623568	14.336039993450855
222	14.099	14.553804894105873	14.568109528660207
223	13.833	14.040641653770187	14.04498027547805
224	13.416	13.629698302387508	13.624350725971867
225	12.922	13.047527584215565	13.047511636820818
226	11.974	12.5398886824595	12.527937173523668
227	11.461	11.526770221497296	11.518376531016736
228	11.423	11.315126116894582	11.303067017092104
229	11.86	11.696475753473756	11.687717433440797
230	12.163	12.297839256821465	12.313668462902015
231	13.226	12.64149700612922	12.64706365359971
232	13.966	13.875130325590945	13.878935038710173
233	14.535	14.452152677572133	14.457699817996742
234	14.516	14.685032802355748	14.68895435801586
235	14.231	14.349898952433973	14.340796358144665
236	13.966	13.77025834082132	13.77525419936236
237	13.738	13.588044421203804	13.568256664046311
238	13.226	13.297395006950483	13.306344831308676
239	12.998	12.807001979814622	12.80767544093612
240	13.131	12.871180254603876	12.867902656126093
241	13.7	13.232654203732988	13.24476964888756
242	13.814	14.020191201095301	14.035056623322722
243	14.383	13.998915974535775	14.015831328953627
244	15.047	14.639393858508033	14.647776724077099
245	15.693	15.083351758838475	15.069797909509186
246	15.844	15.748178693968697	15.767346224185996
247	15.712	15.664520050415717	15.670457870951218
248	15.313	15.282122955525775	15.29695010116026
249	14.763	14.870925718598931	14.851937381785863
250	13.548	14.416015788026236	14.35437613216421
251	13.586	12.911017813604587	12.92040562234237
252	14.516	13.54625644764277	13.535502828514483
253	14.383	14.947152187670897	14.956080148628864
254	14.497	14.446879870061919	14.48126588414067
255	14.744	14.754842443466444	14.757478492987671
256	15.806	15.040381490478323	15.098664148119544
257	16.527	16.205181837670416	16.21546408985374
258	16.546	16.730563733158966	16.73839762747456
259	16.717	16.112229746797922	16.146163458647
260	16.433	16.556292536670746	16.52832947944733
261	15.769	15.98629447409758	16.012843569615544
262	15.275	15.10534433189061	15.12903204069665
263	15.123	14.83055215100958	14.849552747307566
264	15.541	14.872090450325802	14.949343629775251
265	15.825	15.696667668277694	15.693583586590764
266	16.376	15.928378999401973	15.961327860675425
267	16.357	16.561222584394326	16.587813361803015
268	16.907	16.452824411848056	16.468930583748392
269	17.021	16.98947312758945	17.01247548377339
270	17.419	16.942013796299	16.955803416413872
271	17.533	17.20346355879826	17.221566588475024
272	17.268	17.328466586069325	17.32582630355992
273	16.603	16.770475072347292	16.80137011801759
274	15.825	16.142996353587826	16.146346251640967
275	15.446	15.32790882241394	15.352272638661038
276	15.636	15.214235665151495	15.222438406885868
277	15.693	15.741941937496268	15.748487855538782
278	16.755	15.778635059122932	15.799442816310327
279	16.509	17.263952599612605	17.270848091105687
280	17.723	16.57649999335309	16.611976197406847
281	18.691	18.079093245997928	18.094578860139208
282	19.127	18.97802261723989	18.997263103478776
283	19.564	18.732962587154013	18.783377540647432
284	19.203	19.38355800990016	19.360325826802352
285	18.216	18.363800812187026	18.4234708995215
286	17.211	17.344489031332767	17.34385031642073
287	16.66	16.447778945615315	16.462000198397096
288	16.831	16.00614388161774	16.03833126997738
289	15.769	16.87776230602479	16.866419024377468
290	15.731	15.464842799193558	15.504916249500663
291	15.996	15.929075863155747	15.93968731382225
292	17.021	16.55851319822165	16.57261507880058
293	17.552	17.559161467578814	17.599052000350486
294	17.837	18.010971768600427	18.013799544471546
295	17.856	17.81312139752859	17.848782009341345
296	17.571	17.8774360607553	17.86076209029523
297	17.078	17.227987808382316	17.255868820429843
298	16.66	16.545668406852624	16.55918049831923
299	16.433	16.23309918800595	16.232211271596885
300	16.584	16.136120082711656	16.13959739676464
